umidade_solo,declividade,chuva_24h,temperatura,velocidade,idade_maquina,horas_operacao,status_operacao,score_risco,risco,recomendacao
20.99,5.31,5.99,30.47,8.28,1.91,4.03,Deslocamento,3.75,BAIXO,Seguir rota atual
39.98,21.88,24.0,33.96,16.0,11.13,8.32,Colheita,56.34,ALTO,Atencao a inclinacao - reduzir velocidade
29.06,19.14,0.0,33.19,9.37,9.6,7.39,Colheita,11.49,BAIXO,Seguir rota atual
38.71,26.63,25.95,42.71,13.5,13.63,9.53,Colheita,74.74,ALTO,Verificar equipamento - desgaste elevado
33.43,21.64,5.02,41.97,11.52,9.86,11.91,Colheita,39.89,MEDIO,Pausa recomendada - risco de fadiga
27.22,2.36,5.33,30.25,8.78,1.66,3.69,Deslocamento,4.72,BAIXO,Seguir rota atual
45.97,19.71,15.6,44.73,14.86,9.82,8.24,Manobra,74.14,ALTO,Interromper operacao
42.0,18.0,16.02,41.0,18.9,14.0,8.57,Deslocamento,66.11,ALTO,Atencao a inclinacao - reduzir velocidade
47.07,21.1,8.11,39.48,19.31,12.5,10.03,Manobra,73.55,ALTO,Atencao a inclinacao - reduzir velocidade
31.46,2.27,0.14,17.92,7.75,5.5,8.09,Deslocamento,17.14,BAIXO,Seguir rota atual
36.95,18.38,8.01,36.47,6.98,15.0,10.04,Deslocamento,41.02,MEDIO,Pausa recomendada - risco de fadiga
36.68,22.46,11.55,35.44,10.11,9.8,9.77,Manobra,41.06,MEDIO,Reduzir velocidade
14.33,13.68,4.88,29.65,9.78,5.07,5.63,Colheita,5.47,BAIXO,Seguir rota atual
54.05,24.83,45.54,43.38,18.18,20.0,9.19,Manobra,74.85,ALTO,Atencao a inclinacao - reduzir velocidade
10.91,13.26,6.14,20.87,8.21,9.4,4.94,Colheita,3.33,BAIXO,Seguir rota atual
62.99,21.83,51.94,45.0,25.57,13.39,11.42,Colheita,75.37,ALTO,Atencao a inclinacao - reduzir velocidade
38.55,23.26,11.01,40.16,8.94,7.32,7.12,Manobra,35.39,MEDIO,Reduzir velocidade
